date,ipi_log_d12,ipi_manufacturing_log_d12,ipi_mining_log_d12,ipi_water_electro_gas_log_d12,pi_agriculture_log_d12,pv_eggs_log_d12,pv_meat_log_d12,pv_milk_log_d12,comm_freight_log_d12,rail_load_log_d12,constr_vol_log_d12,build_comis_log_d12,retail_nom_log_d12,retail_nom_food_log_d12,retail_nom_nonfood_log_d12,retail_real_log_d12,retail_real_food_log_d12,retail_real_nonfood_log_d12,market_service_vol_real_log_d12,cpi_log_d12,wholesale_nom_log_d12,wholesale_real_log_d12,loans_deposits_log_d12,credit_debt_log_d12,credit_debt_overdue_log_d12,credit_debt_overdue_gov_log_d12,credit_debt_overdue_suppliers_log_d12,debit_debt_log_d12,debit_debt_overdue_log_d12,debit_debt_overdue_customers_log_d12,wage_debt_overdue_log_d12,ppi_coal_log_d12,ppi_diesel_log_d12,ppi_gas_log_d12,ppi_gasoline_log_d12,ppi_oil_log_d12,ppi_residual_log_d12,ppi_animal_husbandry_log_d12,ppi_eggs_log_d12,ppi_meat_log_d12,ppi_milk_log_d12,ppi_poultry_log_d12,pi_inv_log_d12,pi_inv_construction_log_d12,pi_freight_log_d12,cpi_alchohol_log_d12,cpi_food_log_d12,cpi_nonfood_log_d12,cpi_services_log_d12,labor_demand_log_d12,un_log_d12,un_workload_log_d12,wage_nom_log_d12,wage_real_log_d12,brent_log_d12,neer_log_d12,reer_log_d12,miacr_log_d12,m0_log_d12,m1_log_d12,m2_log_d12,ex_usd_log_d12,im_usd_log_d12
2013-03-01,-0.0014978458904568726,-0.009445196085174246,0.007787037977438516,0.006656159850959575,-0.3450741793398482,-0.008397327468166793,0.04420609250449559,-0.05105118761728278,-0.013502514747700367,-0.03007745523727845,0.10426670708039154,0.0,0.11474467403297872,0.12459781294666517,0.10594614703684524,0.044019922131835365,0.028997564230020423,0.0560083950199175,0.011444478395246094,0.06775143825060415,0.05050218656517913,0.31632434492035166,0.19796755702293112,0.1278407529183312,0.08806482981169594,-0.15217146097235013,0.18333564546874115,0.0641584268252906,0.1442138216637492,0.17272180986985042,0.2865734248881173,-0.15050436767423836,0.03777184521304022,0.24686007793152598,0.18603136284522748,-0.07039075624932067,-0.19127144039410915,-0.007986180576789792,-0.003559298370129582,0.013797669034397941,0.0277390543053464,0.0456942788718937,0.0675401416721284,0.059824249393139795,0.0926275203381115,0.16604142344670692,0.06360098133379388,0.049884396981883405,0.07747724305491577,0.12465286876869452,-0.11778303565638337,-0.28937900141828976,0.11848467232890414,0.05499320130513485,-0.14543363576030544,-0.028861599854622888,0.019550617374947343,0.16359257168767782,0.0722270314795157,0.07812896195587449,0.12841478894651814,-0.05059641531747694,-0.0012329371883303963
2013-04-01,0.011041503362278604,0.003840640626476599,0.016026013521990734,0.03617859911728161,-0.38325796631000664,-0.00795458739846211,0.08433240530257269,-0.05735516740674207,0.0009830425957551014,-0.036367644170875124,0.04215721962057284,0.24362208265775065,0.11451189596891087,0.12074334800100583,0.10905068205400248,0.04202191946916223,0.021923254787481916,0.06095155881743608,0.02933759990929552,0.0697434707818454,0.08541569815831274,0.30869799718528945,0.18350151120688984,0.11436387765584044,0.1258793609665334,-0.1249623598994214,0.2229387288831619,0.05538916281545525,0.15674147057377574,0.15324715190017102,0.23509159277401892,-0.056089466651043196,0.009609267066004179,0.3866852134565679,0.13444881698256594,-0.18853483001095306,-0.20535904648640724,-0.00298366889381807,0.020934993598412888,0.014666643050633255,0.07552299998286927,0.048004683353966016,0.061546117731918315,0.058826743076014765,0.09831473945870073,0.16901614056344982,0.06857859240754571,0.049884396981883405,0.07946927558615702,0.1588235855266502,0.0,-0.3097147874516635,0.15168918106254203,0.08717540326483775,-0.15798544136811365,-0.045461226945074706,0.008032171697263557,0.1525442537789845,0.08032450663139734,0.09251422652063113,0.13567560677792656,-0.01277528693255725,0.1088321263569405
2013-05-01,-0.004942852946157927,-0.0189439012267254,0.01506029640203188,0.0027626021974365145,-0.4205537510537045,-0.004188487798751694,0.05337693854072345,-0.058519421195323496,0.002656044058116258,-0.03538544226637175,0.05870552904148951,0.09237332013101507,0.10487583987015636,0.12800859711329782,0.08420840053187817,0.0322942163011497,0.02771477676707157,0.0374441100514078,0.012225959436573675,0.07173154300723183,0.03504464086600301,0.23883448304212784,0.18652215598870114,0.12739667994327597,0.1734647764492312,-0.12626485071229254,0.2512765056809281,0.04974680328148118,0.18129966463255176,0.1718247740906218,0.2733500935205697,-0.051693614649101605,-0.004625913317553909,0.2805589714989569,0.08693817215514876,-0.06648466049726665,-0.2378139977371294,0.012456679026146666,0.11782463385934605,0.0037192483542973775,0.1056870171967681,0.023614408000831588,0.05857140061517452,0.057839088674741745,0.09931224577582665,0.17100223853507934,0.07354138174967506,0.04888788469214411,0.08046183149890851,0.13318886821631004,0.0,-0.27501221971072987,0.11912549002412831,0.052224267094366894,-0.07311851467192465,-0.013343415173684647,0.04056560806489706,0.09374155203169843,0.08573158501348388,0.08784044569154048,0.13483311818187715,-0.1065022594713998,-0.06504061240557313
2013-06-01,0.016797133690247712,0.019411711163595413,0.01506029640203188,-0.007100491457735281,-0.43928273615998137,-0.012607911767055668,0.059303520706859736,-0.05117327518433257,-0.0071648208241468225,-0.029511899026320343,0.04203476768584746,-0.019418085857101586,0.10363251998841783,0.11841089345357325,0.09059521178960583,0.03623510810102726,0.029704827175081938,0.04427673790185249,0.000518508642339377,0.0667638229052967,0.05156607893491483,0.19442659455268796,0.17774066369045016,0.1486299090879779,0.12982613529273568,-0.14991813273929555,0.23571348783842616,0.055572769899015384,0.2376628351029133,0.23019415303196933,0.18101522087989963,0.021791482859169875,-0.004654144700831253,0.29637434369571114,0.04041065087055706,0.05224439903751943,-0.12832386446512878,0.005295523103319155,0.04235723926977286,-0.03298228455826191,0.1343144515244603,0.04031426303983032,0.0595639565279269,0.06280680877667688,0.09931224577582576,0.17298833650670886,0.0606890051323834,0.04888788469214411,0.07847573352727899,0.1186695044030941,0.03774032798284721,-0.2424254808636599,0.11956769052487104,0.05801578907395566,0.07839230197878688,-0.003569624717976616,0.042356109037919865,0.08787755287747867,0.08073073833117306,0.09137960071677576,0.13801142602020633,0.02174183100660443,0.04578685367691904
2013-07-01,0.007925710302828293,0.01542764214872161,-0.0003840260254417416,-0.01801871406160771,-0.3463552117597235,-0.027609930073657196,0.09978947060837129,-0.043643289731905455,-0.00523757276624881,-0.023181381107280963,0.10019580548441187,0.0,0.10423396862804424,0.11608534450906749,0.09387304474994806,0.043087802563067434,0.03857625056250136,0.049138196188097005,0.02675613885919681,0.06280342168919972,0.04507666189938675,0.08550826065655137,0.17910334131637384,0.15209858430707612,0.12099146995170074,-0.14621019145585112,0.20074971795396923,0.07890994042432098,0.21934517195366166,0.2331993607134777,0.25092033960585436,-0.0018198367169857121,-0.008273984300080528,0.23278354657927025,0.04515196991338222,0.2949527715882123,-0.08688299650921216,0.010298034786290877,0.08802074173634722,0.023140772020306954,0.17608678463202665,-0.03278800146372696,0.050613126007841736,0.04991619894559918,0.07249071458126277,0.1562143862362353,0.04972726109023817,0.04689187604542955,0.0823630076156805,0.061278385280580494,0.019048194970694432,-0.17237122594078613,0.12473759367482273,0.06631459188865119,0.05045002332343618,-0.02727417716450642,0.013574703075169836,0.08045397644347063,0.07481321721992451,0.10680292643512068,0.1426780405645136,0.05736762803893214,0.018778798417340425
2013-08-01,-0.0018975514001144944,-0.005953152876228884,0.008620537067639766,-0.019994999289819404,-0.2693941706235954,-0.03769937961872749,0.04567003683318838,-0.040488716730134655,0.004205324688533629,-0.013857034661426404,0.005414198390872649,0.17062551703076334,0.09900618884159673,0.10978756188018579,0.08974371016797189,0.04114038227867134,0.04053319834946301,0.043324226322677184,0.04082672275613941,0.06280342168919972,0.025471358848314196,0.01808927665362603,0.18630780323327656,0.1637638655127187,0.11226948784420188,-0.14161826368045016,0.1827472974502875,0.09293927785339129,0.2075123241886052,0.23075970391002087,0.15560330471128303,-0.05252243461699191,-0.05063836408038114,0.24623666427638824,0.1542852300931976,0.10772148860562503,-0.10243376058882347,0.01914330130125741,0.16991288251257153,-0.05415276081098064,0.19186560253241147,-0.027133137553384756,0.04962351682267663,0.04696489331101894,0.07249071458126277,0.1492733568819995,0.047709096934000605,0.04788739628693062,0.08534067730960526,0.08210940638942343,0.03922071315328135,-0.19600166069803482,0.1278675882042144,0.07149326736710204,-0.018519047767237673,-0.05350917430506019,-0.009819562825911454,0.13657553500575093,0.08093429497016302,0.12301537417102715,0.15719815033127027,0.030654475269074055,-0.05516747733457272
2013-09-01,0.013231330196186164,0.012229166206961573,0.016825711306825752,0.0005281090971882563,-0.1597382576461044,-0.03409087107301545,0.04743972507155991,-0.04287426783066106,0.017864172606315343,-0.015166167471410752,0.003998672438979334,0.287682072451781,0.08797958603628508,0.09806056546817832,0.07935874728583503,0.03205399972271472,0.02941635824312261,0.035251528597567194,0.03381617826992134,0.05881935267432592,0.04350661407920242,0.010215220222720589,0.17963764253394388,0.17853503053738962,0.16242189236482218,-0.171669376036232,0.2194432302258189,0.09515532754335787,0.19818034428092624,0.2283039586529867,0.21163850698507147,0.0009528347552718586,-0.06474663458988417,0.211484309402028,0.08406619500576085,-0.04754537361406719,-0.1325328902949341,0.023026801327655555,0.24914405303935716,-0.04102323357856008,0.2044241445961994,-0.04512362579061602,0.054571572440044847,0.05288791161414075,0.07149021424767898,0.14431056753987104,0.04670859660041771,0.04589932406154418,0.07638984678952099,0.0911931579559182,0.05826890812397578,-0.20473298947103036,0.12121357075317185,0.06850372851873665,-0.011227062593783366,-0.0376843127466886,0.0029476808373427588,0.12239364821406684,0.08488816581980174,0.12839531679461835,0.16007464538677318,0.03984317880902388,0.04739005736543511
2013-10-01,0.010378261213778828,0.006437644227372807,0.01488960227995939,0.011016305280241667,0.20012685854981704,-0.03300240580362512,0.0345159370901893,-0.03665678686480778,0.059959648214019445,-0.04883512920912114,0.054151698567052264,0.19735943415849522,0.08963766187121092,0.10371814205933294,0.07744777757796051,0.03205399972271383,0.02844406842418401,0.03623336470982341,0.028940498206437404,0.05981388284083433,0.02737520589264264,-0.015326443301061587,0.18056371869442955,0.17809048385347914,0.15480952369374013,-0.12468086660031297,0.1962633934952711,0.09013069235573923,0.1980664484644512,0.205036857170942,0.34962238006177415,-0.034571344065088994,-0.055456637150632204,0.2119917341469888,0.03344004160656944,0.01063561590217077,-0.16810135908964163,0.039508027511447,0.296534574003557,-0.027000688994171185,0.2336735349055914,-0.10411740348108545,0.050591467683418934,0.04792019151220561,0.0508496466006072,0.14232446956824152,0.053649625954651725,0.04391125183615863,0.0743898461228536,0.08706752995030964,0.07550755250814523,-0.2039736352064896,0.11498091916036834,0.06165773601074598,-0.023824669605368776,-0.040992597104110295,0.0017573410102142972,-0.0065789710980423965,0.0719325478309294,0.11549268735499751,0.14858762284189808,-0.07008315806388765,-0.04806274897914342
2013-11-01,0.027991240982055743,0.04678893975094045,0.01592212689414918,-0.0607056003632378,0.39958063874161986,-0.01661380066265572,0.023040781435666347,-0.01831180364233731,0.00670019256981913,-0.026719146733509724,0.05795160648175113,0.05406722127027552,0.09968745269693624,0.11314265609988183,0.08785492370293113,0.04007811499276226,0.034420181827525376,0.04732778006902638,0.01314550053494834,0.0628004455385831,0.059872714688820494,0.026387648111413142,0.17277830176467468,0.1910236554942344,0.15900398739032973,-0.13088561922807163,0.21463429570710968,0.11064214709463549,0.2193940729956667,0.23106411767383683,0.26972708220072494,-0.0010325246141897892,-0.04040818494149434,0.16677201710611644,0.021952101019882875,-0.017551003741033355,-0.10918685969496345,0.057121007279723024,0.3994206452606486,-0.04070285490946546,0.2751469760131968,-0.15609592470362976,0.04254313450058955,0.04288746825759571,0.07773030938108683,0.1413299394017331,0.05960793553828214,0.04391125183615863,0.07638784878552674,0.09544116415188242,0.03774032798284721,-0.2152522346069663,0.09852431948299589,0.048843366477394845,-0.011713299704378066,-0.0496083832250358,-0.005278604632105832,0.012987195526811268,0.07901892906283337,0.11619060884176768,0.14561002011620516,0.03047975158754035,-0.026301615499061626
2013-12-01,0.004146525187501027,0.016791528465111227,0.017858235921014654,-0.10695175593890838,0.4015687109670072,-0.008583743691392698,0.029793663478777432,-0.01351033809833968,0.025058258733362315,0.017578577643750926,0.02794593039055915,-0.050149783685471405,0.09224005240621036,0.0973884916511798,0.08764845712914049,0.034232586865326375,0.021119902640044153,0.04732778006902638,0.006469271636204255,0.0628004455385831,0.08165018863140894,0.08007847470054053,0.1860467342977561,0.152745404824854,0.2123823903124631,-0.16769812410063967,0.23884663231503023,0.1384973075613143,0.18748729060328184,0.23748455276692138,0.20873012402814872,0.0073031101849760915,-0.028691111424270943,0.061009015440233405,0.051743596254487656,0.08932530012002715,-0.08027194545890737,0.05514080861286086,0.3444746846740596,-0.048762273022454394,0.2548785752566154,-0.1387644377040509,0.04751085460252469,0.04288746825759571,0.07773030938108683,0.1373537910220941,0.05861636381598778,0.0429137455190336,0.0783778991935371,0.05980855430956922,0.09352605801082348,-0.18210252273328287,0.08409904699206372,0.03435588472358386,0.011532477417427245,-0.06912877423955788,-0.023251760396759913,0.036599152448329786,0.09396436654132856,0.13432264320223553,0.15445550613058678,0.02384066834194698,0.019460947428418862
2014-01-01,-0.043541305598213675,-0.04409684120990054,0.005384061695839826,0.0011534041105214499,0.41925090054195735,-0.03255260303774854,0.022106775781029597,-0.019868203216725,0.03226086221822122,0.011488377006759976,-0.024016163643420185,0.287682072451781,0.08748378151304426,0.0861980884281266,0.08863805485950582,0.027561811328586927,0.01307129497320858,0.04352135894242348,0.023314139334443595,0.05883218636296306,0.10486655875417483,0.10940571130290166,0.16451818243757366,0.1515657465748621,0.25847736471265037,-0.04660675718848806,0.29684244185044495,0.14588037067572301,0.1656933927883646,0.18376001342947745,0.22263059926397766,0.06480416066629502,0.052722390941495334,0.1048381860559795,0.0939632387106677,0.11359069825745749,-0.009629222092943479,0.04911063958626993,0.17989535261149037,-0.02046000967157724,0.22192218505139216,-0.08772236173340886,0.04152878292497775,0.04086930410135903,0.023171325130652676,0.10538981076422349,0.055647534322185166,0.041917233229294304,0.0773833690270278,-0.009197093480917573,-0.06899287148695143,-0.1231953832938606,0.09568268865571739,0.0561254519078247,-0.04379205233668504,-0.10371511114829701,-0.0615556527908252,0.1116139846296682,0.08286079714535965,0.12464238815715944,0.13707934929139043,0.020833288022659602,-0.03443850367585988
2014-02-01,-0.022634620778901215,-0.028348484241761618,0.007543889749269894,0.025626260629247888,0.4398701877446918,-0.04521687928845264,0.019507216388824133,-0.024796838970162938,0.006480904084082972,-0.006410278360919008,0.008063146226348294,0.3703737882968945,0.10172734852761067,0.1011610673226162,0.1022351969286035,0.040713240132713935,0.026276159268379118,0.05763449641888929,0.02822815413687252,0.059825728421840196,0.12293539084320315,0.19552200838480793,0.20499782327024896,0.15665108444533082,0.1959104008558512,-0.02893511085945244,0.20104585608218972,0.13699620349163943,0.20820828260377322,0.23319084447029947,0.07990868636394755,0.059583497308024036,0.05144759625374107,0.11085719223772905,0.06532852147245904,0.03956438373936777,0.037572072907757104,0.06318122348321253,0.07756802142790598,-0.060402747986380234,0.2797549599936975,-0.04937263260128155,0.03758011046956078,0.04768861937341384,0.03320149949059026,0.10538981076422349,0.060605402682972986,0.041917233229294304,0.0773833690270278,-0.059835791610665545,-0.035091319811270116,-0.06124362524071891,0.0943876862732349,0.050046405831442264,-0.06359110278153146,-0.15323229393112747,-0.10841841872534008,0.056667519912266595,0.0917610831650606,0.1143159093474484,0.1251410409384679,-0.13911923537176563,-0.09478547229783985
2014-03-01,-0.03356369131109105,-0.03191673066827949,0.0029755857788895668,-0.06699522925114909,0.46541185126847573,-0.04277456349565867,0.019272545121032714,-0.02225280964146581,0.006418659859295239,-0.0028667004820759345,-0.003375311525929625,0.24846135929849966,0.11010390753231558,0.09818213033299461,0.12072895104864045,0.042556558627002694,0.012354820749770568,0.07413349579892348,0.034064746581324634,0.0667805502952099,0.11058196238370321,0.21980326674400175,0.19711078868424714,0.14720413818714206,0.1572455569342175,-0.044215867150042776,0.1415309846055539,0.11868332383778935,0.20930717683174738,0.2270013305383234,0.1030700409448464,0.08541775115435168,0.0723677415561852,0.10692179622477838,0.12568002497419606,0.11184879356228805,0.1365077037211222,0.10118579714057319,0.11240211586382998,-0.03619025628761463,0.3108236010134746,0.02127720480286932,0.04061194705168081,0.033180592883835125,0.03320149949059026,0.11422639256472156,0.07546451708672208,0.044900825696180924,0.08037290787539497,-0.00827917206902029,-0.03636764417087468,-0.1029479692524422,0.09288981201492241,0.044449376294723564,-0.009168853304835523,-0.17747996022563406,-0.12579696810991337,0.2637665210552227,0.0871212896905611,0.12667516623124087,0.11959281976426261,0.05670741486960118,-0.03581165573050882
2014-04-01,-0.009960748506580686,-0.008834923209054324,0.008090686445660467,-0.039497979793926774,0.5016725607228931,-0.01842308870969589,0.04800921918636103,-0.008695706967553285,-0.003691403231959711,-0.004885207566049488,0.0069808311413401825,0.15028220304933781,0.09902257890593713,0.1057526408661218,0.09305200685346104,0.028457634247500252,0.015392797769848698,0.04308443179496102,0.024163675598612322,0.0707527501556422,0.12400116556482033,0.20350336984415662,0.17700482785874883,0.1437165403758307,0.14353129545243615,-0.04181793968332137,0.1332809971121227,0.10672288490993154,0.19804534256220485,0.18943183656351348,0.0003893323000312421,0.04453977137177034,0.10282847512506166,0.12390782512405085,0.15100386883199235,0.23202538769878878,0.2213326596021563,0.1189904217740807,0.07072297572473474,-0.051081392667056136,0.2968800559229816,0.045558697296568695,0.0386059283248148,0.03517461149069945,-0.0004393469760275437,0.116204632576828,0.08140512861684357,0.04689087610419129,0.08236098010078052,-0.011049836186584727,-0.05505977718302746,-0.08791187232288067,0.09283653677239911,0.040603217707245065,0.05248573717919758,-0.14704370714199655,-0.09305558046744711,0.2352881556782238,0.06676651907373987,0.09600566208144556,0.08187878532493365,0.06946344098243529,-0.07280739598263253
2014-05-01,-0.021100104197287806,-0.029078529485700777,0.005187926787699304,-0.05416816954172088,0.5399312728399845,-0.014267084800682284,0.05922783420033362,-0.006147560344505365,0.014126896016263935,-0.019139340210697853,-0.0161655967562373,0.3022808718729335,0.09648987298214262,0.09591072030881076,0.09701846540289516,0.02257526434443413,0.0008506122700735474,0.045064630461823185,0.00984850271784854,0.07273687779068982,0.1406979286432506,0.2495853284246632,0.17774593220547885,0.1476149405780518,0.23973661188227435,-0.0293884589995006,0.21030151142080555,0.1235230054459624,0.21738575649023417,0.22178896878356724,0.0446762973098922,0.0440599897940297,0.13491638208076928,0.12455556692989411,0.17354133260227478,0.2610769294907076,0.2454959622248829,0.14420607949524467,-0.017117383877981673,-0.01651277301451337,0.29247824471527295,0.11041827924551129,0.04651892708214067,0.04696256724274228,-0.0024353556227429962,0.12016503379292409,0.08634341025742565,0.048882908635431654,0.08236098010078052,0.04409720071171819,-0.059423420470800625,-0.13045288839743474,0.08227882433009626,0.02730378894631702,0.06584178618321523,-0.12633727510664894,-0.07070210937077803,0.2537534538802648,0.06449917197275212,0.10727604842467109,0.08745568862128827,0.07232236825988458,-0.008526563781650509
2014-06-01,-0.026982474100353926,-0.04424469695711242,0.0021313783051502,-0.07306812067220392,0.5683785074151828,-0.004411581048714197,0.06041723181880165,-0.007226770386127512,0.029852963149681777,-0.025441685345859888,0.03963578081878616,0.287682072451781,0.08805883014318816,0.09092431691040392,0.08548855679119516,0.011700218955558839,-0.008135968427772866,0.031352368597841185,0.008866666605591433,0.0747269281986993,0.12034191637912706,0.2888452173375491,0.17221745641331765,0.13008254776797834,0.16279480650028777,0.044224893737856874,0.16346624445477698,0.10836958286390797,0.07557437103179776,0.047850477164407046,0.16989903679539697,-0.0018761731582284114,0.154890067633227,0.11436782151329705,0.22868581845358626,0.22993488781234817,0.16655333352601254,0.18148999487318118,0.17751385522585128,0.04438233525481117,0.26698985253472785,0.1411431322546548,0.04154626641276149,0.041994847140807146,-0.004433358285415245,0.12016503379292498,0.08833148248281208,0.050876927242296865,0.08533864979470529,0.10196234334154575,-0.09716374845364784,-0.1862229627001617,0.08473356367389329,0.029226866462058076,0.08275957330745509,-0.0711644664392681,-0.012734337186599554,0.2672363812914915,0.06321554615254854,0.09380860708559524,0.07997412704987639,-0.02690091381663251,-0.0544980992941948
2014-07-01,-0.025004234088248367,-0.04125515810874614,-0.0007911761374517212,-0.057226205206546865,0.6076726177573839,0.030224994325434906,0.046926230731369145,0.004019173751707683,0.00025003125520939307,-0.029511899026320343,0.011495395840322331,0.3227733922630509,0.09616813372824051,0.10139246926946477,0.0915269807763881,0.017536811400010066,0.0006574443646130135,0.03329035370052047,0.00986218684709339,0.07174630006056226,0.13070892391478317,0.3473143349494592,0.15041053900927892,0.10068818655068767,0.23092990897920362,0.04068357663644395,0.20518614028510296,0.09832339646315269,0.15583370967755084,0.1478272321249552,-0.04762804898925399,-0.024897551621727132,0.10599094752451954,0.18557684951462683,0.2626431813823764,0.14990799208846717,0.11621500729507517,0.19634910927693117,0.29841343406112664,0.04470744096813917,0.24020987011636663,0.23396689304754403,0.04851493572885612,0.042992353457932175,0.01098120511577072,0.1211595639594325,0.08833148248281208,0.05386944817875072,0.06871234992887398,0.19036106656739538,-0.07847161544149506,-0.258411690151668,0.07289979279902425,0.019885854068919073,-0.010805880647044575,-0.07396756621514555,-0.018908049050533116,0.2954642128938356,0.044125805607036384,0.06612349755740965,0.06382980247252945,0.05794201558103396,-0.03736802077300361
2014-08-01,-0.04092496837509341,-0.06813582088922665,-0.0007911761374517212,-0.045426658275391496,0.6326979853243238,0.0390293439057352,0.05218575317057006,-0.00033327779012104486,-0.011669902767579288,-0.011225562219815188,0.030313408519623053,0.11122563511022454,0.10355593899832272,0.11304995225988979,0.09524362627862715,0.021427866892977043,0.005533124428096947,0.03620156390797913,0.013846255861968082,0.0727448023901518,0.10550421790701492,0.395614324259018,0.14159837056826952,0.11187714624216127,0.2676490683117976,0.028645598076964873,0.24722435875559068,0.09872403191179835,0.2139283078600629,0.20756966344841388,-0.10027099958213181,0.0711979440452657,0.05394005919695566,0.1968163444078801,0.1252000751544049,0.02827940692847264,0.08649999881433246,0.18552755753375205,0.21178961905086258,0.04930600595319312,0.1958913542672871,0.22852549066094063,0.052467510044678534,0.0420066461331734,0.01794294382456929,0.12711196248672874,0.09336927651276916,0.05386944817875072,0.06672822229382724,0.17846653815114077,-0.08004270767353638,-0.2314423541289048,0.05125394508809045,-0.005220067062156275,-0.0909075921173974,-0.08795558434806505,-0.031198370855861413,0.2544011306862839,0.058602821126003235,0.054796143429619804,0.05918939672352508,-0.023529935851733796,-0.11472785069534197
2014-09-01,-0.004557324204220059,-0.015492087403804256,0.012400288616910338,-0.049126940018248355,0.7787617940956562,0.04157507411332162,0.06447819113242481,0.004521484718845947,-0.01613726950045269,0.005714301263438415,0.022687147637006078,0.08455738802806323,0.10410706913552215,0.10980717120363526,0.09916052355838101,0.01939740934259504,-0.002630186211063368,0.03923646760313204,0.02484086936305996,0.07772241346390363,0.11744064403342769,0.41527916882965066,0.13593878623132127,0.11052519612013256,0.20348498842716722,0.03544674899574751,0.16058250666733542,0.10067841566648461,0.1544890200048208,0.1362453066874698,-0.046217887405820335,0.06988136554806701,0.041012271373649156,0.18008525321567426,0.13090826037545789,-0.11000089521432876,0.11043742666711509,0.17872150306475287,0.022247510086195632,0.12226775546773361,0.15284265860491963,0.26757566196766547,0.03955128477813297,0.041021909470633666,0.021938953137951245,0.12810649265323626,0.10530971688468682,0.054863978345259135,0.06872423094054181,0.17004429062672255,-0.07847161544149506,-0.21983229001055404,0.08435843694174139,0.02331113530999307,-0.13928266656515653,-0.13018817031400598,-0.06639454712444337,0.24059046491793046,0.06745964758397172,0.06572832792420158,0.06252354678010263,-0.16040785742728403,-0.09709973493396973
2014-10-01,0.007747610986159614,0.001782814353507689,0.018197406301236008,0.02807187083902729,0.4662770011476418,0.03300240580362512,0.048830552707170405,0.03622304146655253,-0.032216315811995244,0.019635974516859278,0.018911114997067102,0.16475523307605555,0.10377989023716072,0.10817143700760656,0.09991179726146182,0.018419414154617897,-0.0036034222976164543,0.03825463149087582,0.012051713246737705,0.07970851143553315,0.144210918944653,0.4520153014888386,0.15511632278474607,0.12055477185798225,0.2397253484333639,0.040166041725334445,0.21121525460928225,0.12409815894460685,0.15978323212484202,0.1475726649252893,-0.2244065764268539,0.08659252881596746,0.056221868670498054,0.14516110705292906,0.15499178707978167,-0.030731011730104285,0.11404535996739718,0.1563579069778953,-0.06496536795244445,0.06319134572255791,0.14879630852846226,0.30958528295457377,0.03955128477813208,0.035027885530423575,0.011456676864440851,0.12711196248672874,0.10629737128595984,0.05585850851176666,0.07570680295167342,0.1610972894277003,-0.07550755250814523,-0.1989141518873745,0.07586666192067071,0.013449122440877481,-0.22124308478458854,-0.19380126777262685,-0.12739451837235638,0.3072905438401572,0.08153343166960347,0.06339002063564614,0.06634976473045384,-0.044487380963756706,-0.13472537806542562
2014-11-01,-0.02980620898562769,-0.06842144431974084,0.015096628622987218,0.08459455674910998,0.3864625779175146,0.02701578570694707,0.04314112544563464,0.032326047017149584,-0.001670844164816998,0.001932367751053654,0.024272218037654447,0.038714512180690885,0.10998898754638553,0.10446021161797425,0.11488725655756493,0.018419414154617897,-0.018611207731305868,0.050218881882646116,0.007064171735699176,0.08664266502453177,0.12989878218040296,0.45184821487604765,0.16868883904444054,0.12687296761763278,0.24770403034378585,0.06453852113757108,0.1946685172821363,0.1328620239461582,0.19304783709860462,0.1867395064444377,-0.139695255702466,0.019437952156905247,0.05037931233689186,0.14825948288559943,0.1688226713249108,-0.017179051098713316,0.055059777183027236,0.1357790327962407,-0.14123711454778487,0.07907743637835907,0.09474906968539898,0.32495746402291203,0.05756979028081144,0.05104424391899798,-0.0023912199943518786,0.12711196248672874,0.1190865274022812,0.05784855891977703,0.08563737115427372,0.10614606165265972,-0.03774032798284721,-0.1404171788297477,0.07183684819927727,-0.004569383061800991,-0.3051828700566199,-0.2872274236601342,-0.2122867926916827,0.4988183401255284,0.07335991239873607,0.04161092797960819,0.05352729119485744,-0.240821222861074,-0.25565370548679134
2014-12-01,0.05172039864858036,0.06129620190954288,0.03235496685226913,0.04061209414778055,0.42446032982381965,0.02733240294021222,0.05272736020922597,0.03173295511760976,-0.028755974987303645,0.0028999536997895703,0.03775914265829439,0.12348105677102117,0.16028379400180448,0.13554667586599844,0.1819448380100681,0.049749264295535944,-0.01027782617216122,0.10088331135061424,0.026022085480312818,0.10732287026207032,0.18161524936556006,0.46526526826532155,0.1925076362869813,0.18641994299368037,0.24697277231616965,0.07267119029735891,0.22657787546220387,0.16623806030299626,0.307133553509801,0.309988136542966,-0.17605021547213973,0.06538275926285131,0.03187589510939226,0.23095310023132498,0.04082995152062452,-0.11831283699327777,-0.06352827613201661,0.1602540675110058,-0.018366202641031393,0.1533687527148775,0.09688895523381547,0.2910856018661292,0.06939258809186732,0.04506217224145015,0.010525005272194576,0.13009555495361624,0.14745028700049456,0.07859004322659313,0.10141679125823888,0.012977831748713697,-0.05505977718302746,-0.03612432924717002,0.06086197673435656,-0.03339880466869438,-0.5747624239635698,-0.47054374973880275,-0.3731478852381169,0.8826046742193487,0.05280036190473858,0.0452230673542946,0.04299893771218244,-0.2592313899068781,-0.2837388294830969
